"순번","쉼터명칭","사용여부","도로명주소","지번주소","시설유형","시설면적","이용가능인원","운영시작일","운영종료일","평일개방여부","평일 개방시간","평일 종료시간","토요일개방여부","토요일 개방시간","토요일 종료시간","일요일 개방여부","일요일 개방시간","일요일 종료시간","공휴일 개방여부","공휴일 개방시간","공휴일 종료시간","위도","경도","비고","X좌표","Y좌표"
"282","구의새마을경로당","Y","서울특별시 광진구 구의강변로3길 39","서울특별시 광진구 구의동 590-2","노인시설","106.20","26","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.09013990","37.53629650","","207966.801798","548536.395033"
"283","산의마을경로당","Y","서울특별시 광진구 아차산로63길 21","서울특별시 광진구 구의동 210-75","노인시설","236.79","65","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.09226740","37.54031340","","208154.398455","548982.404271"
"284","다사랑행복센터","Y","서울특별시 동대문구 청계천로 521","서울특별시 동대문구 용두동 255-69","복지회관","62.40","10","2023-11-15","2024-03-15","Y","09:00:00","22:00:00","N","","","N","","","N","","","127.03408220","37.57186690","","203010.842968","552481.012442"
"285","용두문화복지센터","Y","서울특별시 동대문구 고산자로28길 13","서울특별시 동대문구 용두동 29-3","복지회관","39.00","15","2023-11-15","2024-03-15","Y","09:00:00","22:00:00","Y","09:00:00","18:00:00","N","","","N","","","127.03914860","37.57528710","","203458.253785","552860.789474"
"286","동대문장애인종합복지관","Y","서울특별시 동대문구 청계천로 521","서울특별시 동대문구 용두동 255-69","복지회관","26.84","10","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.03410900","37.57180500","","203013.212991","552474.143120"
"287","동대문구청","Y","서울특별시 동대문구 천호대로 145","서울특별시 동대문구 용두동 39-9","기타","132.00","5","2024-11-15","2025-03-15","Y","00:09:00","18:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","127.03956570","37.57442340","한파 특보시 24시간 운영","203495.139344","552764.944180"
"288","명성 경로당","Y","서울특별시 동대문구 무학로28길 22-2 ","서울특별시 동대문구 용두동 118-57","노인시설","307.53","102","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.03194560","37.57436170","","202822.000237","552757.840034"
"289","동대문종합사회복지관","Y","서울특별시 동대문구 약령시로5길 22","서울특별시 동대문구 제기동 220","복지회관","7,464.00","10","2024-12-01","2025-02-28","Y","06:00:00","22:00:00","Y","12:00:00","17:00:00","N","","","N","","","127.03411770","37.58405790","금요일 운영시간 : 06:00 ~ 18:00","203013.487710","553834.074516"
"290","제기경로당","Y","서울특별시 동대문구 경동시장로23길 14","서울특별시 동대문구 제기동 681-2","노인시설","213.50","68","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.03950140","37.58574460","","203488.930915","554021.465392"
"291","전일청소년독서실","Y","서울특별시 동대문구 전농로37길 17","서울특별시 동대문구 전농동 103-112","기타","15.00","6","2023-11-15","2024-03-15","Y","09:00:00","23:00:00","Y","10:00:00","23:00:00","Y","10:00:00","23:00:00","Y","10:00:00","23:00:00","127.05171030","37.58455260","","204567.345556","553889.690454"
"292","화목경로당","Y","서울특별시 동대문구 전농로31길 33","서울특별시 동대문구 전농동 127-17","노인시설","114.72","34","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05163030","37.58293040","","204560.378459","553709.640818"
"293","배봉산숲속도서관","Y","서울특별시 동대문구 사가정로 191-1 ","서울특별시 동대문구 전농동 산 32-20","기타","330.96","64","2023-11-15","2024-03-15","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","N","","","127.06259360","37.57851400","월요일 휴관일","205529.066682","553220.059594"
"294","성너머경로당","Y","서울특별시 동대문구 사가정로 191-1 ","서울특별시 동대문구 전농동 산 32-20","노인시설","49.50","26","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06565290","37.57872380","","205799.286913","553243.529430"
"295","답십리청소년독서실","Y","서울특별시 동대문구 천호대로65길 17","서울특별시 동대문구 답십리동 1009-2","기타","582.05","5","2023-11-15","2024-03-15","Y","09:00:00","23:00:00","Y","10:00:00","23:00:00","Y","10:00:00","23:00:00","Y","10:00:00","23:00:00","127.04904000","37.57096930","","204332.276484","552381.973713"
"296","동대문구답십리도서관","Y","서울특별시 동대문구 서울시립대로4길 75","서울특별시 동대문구 답십리동 474-5","기타","16.30","10","2023-11-15","2024-03-15","Y","09:00:00","22:00:00","N","","","N","","","N","","","127.05040790","37.57319430","","204452.986612","552628.986862"
"297","답십리3동경로당","Y","서울특별시 동대문구 황물로 30","서울특별시 동대문구 답십리동 557-1","노인시설","229.42","71","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.04520640","37.57419170","","203993.437694","552739.452939"
"298","답십리2청소년독서실","Y","서울특별시 동대문구 답십리로56길 15","서울특별시 동대문구 답십리동 990-3","기타","15.00","5","2023-11-15","2024-03-15","Y","09:00:00","23:00:00","Y","10:00:00","23:00:00","Y","10:00:00","23:00:00","Y","10:00:00","23:00:00","127.05949470","37.57210540","","205255.782593","552508.601019"
"299","동대문구체육관","Y","서울특별시 동대문구 답십리로 210-3 ","서울특별시 동대문구 답십리동 2-294","기타","5,742.60","10","2023-11-15","2024-03-15","Y","06:00:00","22:00:00","Y","06:00:00","18:00:00","N","","","N","","","127.06397990","37.57229680","","205651.992305","552530.104532"
"300","중산경로당","Y","서울특별시 동대문구 답십리로48길 54","서울특별시 동대문구 답십리동 36-31","노인시설","247.90","80","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05764110","37.57036300","","205092.153534","552315.112779"
"301","동대문구 구민체육센터","Y","서울특별시 동대문구 장안벚꽃로 67","서울특별시 동대문구 장안동 356","기타","50.00","30","2023-11-15","2024-03-15","Y","06:00:00","22:00:00","Y","09:00:00","18:00:00","Y","10:00:00","18:00:00","N","","","127.07349280","37.56645740","매월 1,3째주 일요일 개방","206492.870057","551882.613804"
"302","장안종합사회복지관","Y","서울특별시 동대문구 한천로18길 48","서울특별시 동대문구 장안동 395-2","복지회관","1,998.40","25","2024-11-15","2025-03-15","Y","09:00:00","20:00:00","Y","09:00:00","18:00:00","N","","","N","","","127.06615850","37.56796180","","205844.788863","552049.103192"
"303","미나리경로당(장안3동경로당)","Y","서울특별시 동대문구 천호대로87길 43","서울특별시 동대문구 장안동 449","노인시설","240.57","72","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06794000","37.56367400","","206002.519977","551573.319866"
"304","늘봄경로당","Y","서울특별시 동대문구 장한로26나길 6","서울특별시 동대문구 장안동 343","노인시설","220.30","66","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07257600","37.57130900","","206411.457624","552421.021973"
"305","동대문구정보화도서관","Y","서울특별시 동대문구 회기로10길 60","서울특별시 동대문구 청량리동 206-19","기타","3,094.00","250","2023-11-15","2024-03-15","Y","09:00:00","22:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","N","","","127.04708680","37.58969240","월요일 휴관일","204158.685953","554459.935365"
"306","시립동대문노인종합복지관","Y","서울특별시 동대문구 제기로33길 25","서울특별시 동대문구 청량리동 11-1","복지회관","96.00","25","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.04990600","37.58718200","","204407.824540","554181.437856"
"307","청량 경로당","Y","서울특별시 동대문구 왕산로43다길 5","서울특별시 동대문구 청량리동 57-6","노인시설","290.60","88","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.04725830","37.58626320","","204174.024249","554079.340507"
"308","회기구립경로당","Y","서울특별시 동대문구 이문로3길 54","서울특별시 동대문구 회기동 64-17","노인시설","148.50","45","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05203800","37.59071100","","204595.911205","554573.219247"
"309","아름경로당","Y","서울특별시 동대문구 휘경로 78","서울특별시 동대문구 휘경동 119-15","노인시설","245.66","74","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06824300","37.59362300","","206026.875669","554897.335017"
"310","휘경어린이도서관","Y","서울특별시 동대문구 망우로18가길 38","서울특별시 동대문구 휘경동 282-4","기타","346.34","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","N","","","127.06061230","37.58868070","월요일 휴관일","205353.324866","554348.332923"
"311","수복 경로당","Y","서울특별시 동대문구 망우로6길 24","서울특별시 동대문구 휘경동 312-22","노인시설","182.00","55","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05555200","37.58666300","","204906.527689","554124.114655"
"312","이문청소년독서실","Y","서울특별시 동대문구 이문로9길 52","서울특별시 동대문구 이문동 346-140","기타","15.00","2","2023-11-15","2024-03-15","Y","09:00:00","23:00:00","Y","10:00:00","23:00:00","Y","10:00:00","23:00:00","Y","10:00:00","23:00:00","127.05652340","37.59452300","","204991.799819","554996.537475"
"313","고황경로당","Y","서울특별시 동대문구 이문로9길 52","서울특별시 동대문구 이문동 346-140","노인시설","118.38","35","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.05653880","37.59450330","","204993.161169","554994.351813"
"314","이문체육문화센터","Y","서울특별시 동대문구 한천로58길 81-49 ","서울특별시 동대문구 이문동 189","기타","379.66","1070","2023-11-15","2024-03-15","Y","06:00:00","22:00:00","Y","09:00:00","18:00:00","Y","09:00:00","18:00:00","N","","","127.06870360","37.60222070","매월 1,2,3째주 일요일 개방","206066.855408","555851.613962"
"315","신이문 경로당","Y","서울특별시 동대문구 신이문로8길 32","서울특별시 동대문구 이문동 256-137","노인시설","227.16","68","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.06336100","37.60151100","","205595.131457","555772.513326"
"316","면목2동주민센터","Y","서울특별시 중랑구 동일로101길 20-15 ","서울특별시 중랑구 면목동 180-8","주민센터","224.00","56","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07892930","37.58976810","한파특보 발령 시 18:00~21:00 연장 운영","206970.995184","554470.223768"
"317","면목2동구립서부경로당","Y","서울특별시 중랑구 겸재로3길 50","서울특별시 중랑구 면목동 178-19","노인시설","123.00","50","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07690000","37.58810000","","206791.919999","554284.934781"
"318","면목2동구립동부경로당","Y","서울특별시 중랑구 겸재로27가길 18-4 ","서울특별시 중랑구 면목동 139-10","노인시설","58.00","18","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08291680","37.58822570","","207323.320315","554299.338147"
"319","면목4동주민센터","Y","서울특별시 중랑구 면목로 246","서울특별시 중랑구 면목동 378-9","주민센터","272.00","68","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08545970","37.57475860","한파특보 발령 시 18:00~21:00 연장 운영","207549.272313","552804.844814"
"320","샘터경로당","Y","서울특별시 중랑구 면목로21길 28","서울특별시 중랑구 면목동 389-15","노인시설","191.00","57","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08227830","37.57258720","","207268.447265","552563.593627"
"321","대성경로당","Y","서울특별시 중랑구 면목로31길 60","서울특별시 중랑구 면목동 347-7","노인시설","72.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08190870","37.57608620","","207235.458335","552951.913746"
"322","용마폭포공원경로당","Y","서울특별시 중랑구 용마산로 250-12 ","서울특별시 중랑구 면목동 산 1-4","노인시설","74.00","20","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.09009720","37.57334390","","207959.086815","552648.212146"
"323","면목5동주민센터","Y","서울특별시 중랑구 동일로 619","서울특별시 중랑구 면목동 175-18","주민센터","704.00","176","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07946450","37.58584520","한파특보 발령 시 18:00~21:00 연장 운영","207018.632122","554034.865979"
"324","면목5동제1구립경로당","Y","서울특별시 중랑구 동일로95길 29","서울특별시 중랑구 면목동 173-1","노인시설","81.00","26","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.07795630","37.58452290","","206885.543455","553887.994043"
"325","면목5동제2구립경로당","Y","서울특별시 중랑구 동일로92길 17-7 ","서울특별시 중랑구 면목동 160-28","노인시설","93.00","31","2024-11-15","2025-03-15","Y","09:00:00","18:00:00","N","","","N","","","N","","","127.08081090","37.58386380","","207137.740922","553815.054492"
